target_id	cov_mean_sample_0314	cov_mean_sample_0322	cov_mean_sample_0328	cov_mean_sample_0403	cov_mean_sample_0416	cov_mean_sample_0419	cov_mean_sample_0423	cov_mean_sample_0507	cov_mean_sample_0516	cov_mean_sample_0521	cov_mean_sample_0531	cov_mean_sample_0604	cov_mean_sample_0613	cov_mean_sample_0619	cov_mean_sample_0628	cov_mean_sample_0705	cov_mean_sample_0709	cov_mean_sample_0717	cov_mean_sample_0802	cov_mean_sample_0806	cov_mean_sample_0813	cov_mean_sample_0820	cov_mean_sample_0823	cov_mean_sample_0828	cov_mean_sample_0903	cov_mean_sample_0910	cov_mean_sample_0920	cov_mean_sample_0924	cov_mean_sample_1001	cov_mean_sample_1004	cov_mean_sample_1015	cov_mean_sample_1022	cov_mean_sample_1028	cov_mean_sample_1105	cov_mean_sample_1123	cov_mean_sample_1128	cov_mean_sample_1220
OTU_254	0.000000	2.096728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.013541	0.000000	0.000000	0.000000	0.000000	0.346740	1.758407	0.514066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.699972	5.388431	0.000000	0.000000	0.000000	0.000000	2.379766	0.400410	0.000000	1.599349	1.249026	0.101668	0.000000	0.000000	0.000000	0.000000
OTU_256	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		1.524104	0.000000	0.000000	0.000000	0.000000	0.000000	2.021990	0.000000	0.000000	0.000000	0.000000	0.000000	1.003002	1.046449	0.511205	0.000000	0.000000	0.000000	0.000000	1.114346	0.520978	1.579916	0.000000	0.987654	0.000000	0.500706	0.000000	0.000000	0.000000	0.246914
OTU_257	0.000000	0.000000	0.302210	0.000000	0.000000	3.650251		0.000000	0.000000	0.000000	0.000000	0.000000	4.094768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_258	0.000000	0.477258	0.000000	0.000000	0.000000	1.408451	0.000000	0.000000	0.000000	0.000000	1.877934	3.286385	3.755869	7.511737	0.469484	0.000000	0.000000	0.000000	1.877934	0.469484	3.214502	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_260	0.000000	0.000000	0.000000	0.000000	1.421801	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.421801	0.000000	0.000000	0.483280	0.000000	0.000000	0.538346	0.000000	0.000000	0.000000	0.000000	0.236967	0.000000	1.490953	0.947867	0.957237	0.000000	0.000000	0.474218	0.710900	1.934853	0.971365	0.000000	0.517938	0.000000	0.473934	1.895735	0.000000	0.967033	0.955156
OTU_262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.363497	0.000000	0.000000	0.000000	0.327445	0.000000	0.122770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062893	0.000000	0.000000
OTU_263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.004574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_264	0.485270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.473934	0.000000	0.000000	0.474393	0.473934	3.791469	6.635071	0.000000	0.000000	3.317536	0.947867	24.644550	17.855782	18.734787	0.473934	0.000000	0.000000	0.000000	1.043033	0.513427	0.000000	0.000000	0.000000	0.473934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.693000
OTU_266	5.337962	52.587678	12.398483	45.241896	85.856872	1.926801	12.796209	9.952607	0.623701	1.421801	0.000000	0.473934	0.000000	0.947867	10.448341	4.765640	0.000000	0.000000	2.369668	1.421801	1.895735	4.265403	53.189573	4.265403	3.317536	82.970142	115.165877	120.041232	75.810900	17.629668	29.857820	11.374408	0.473934	42.596588	8.056872	41.409289	82.378673
OTU_267	0.000000	5.308741	0.000000	0.000000	0.000000	3.420173	0.493827	0.000000	8.662025	0.000000	0.000000	0.000000	0.000000	0.627081	0.000000	1.955951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.598736	0.000000	0.000000	0.658435	0.601299	0.715333	0.000000	0.000000	0.598558	0.544133	0.000000	0.493827	0.000000	0.000000	0.000000
OTU_268	15.920398	32.062438	3.980100	9.950249	9.381642	0.507025		0.541617	7.893881	0.000000	0.995025	0.000000	5.734627	6.467662	3.980100	0.000000	1.492537	0.000000	0.000000	0.248756	0.498587	0.552159	2.007318	0.996264	0.497512	36.519453	8.457711	4.517567	2.532672	0.497512	3.674940	0.520562	0.000000	6.892836	0.995025	3.980100	10.715920
OTU_269	0.000000	0.688998	0.000000	0.245700	0.000000	0.568771	0.000000	0.000000	0.000000	3.439803	0.000000	1.333784	0.649538	1.155410	0.494241	0.000000	0.491400	0.000000	0.500904	0.000000	0.678147	0.746511	8.177101	0.000000	0.000000	0.553582	0.989297	4.885096	1.399214	0.000000	0.693052	0.000000	0.946506	0.000000	0.000000	2.070988	1.833710
OTU_270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	1.883545	0.313174	4.483025	0.000000	0.000000	2.359891	0.000000	0.000000	0.000004	0.495049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.972470	0.000000	0.000000	0.000000	0.262085	0.000000	0.000000
OTU_271	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_275	0.000000	0.000000	2.457002	0.003825	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.518688	0.000000	0.000000	1.470541	0.163800	1.485302	0.000000	0.491400	0.000000	0.149180	0.982801	2.955941	0.064823	0.000000	3.148698
OTU_276	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.749653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.682604	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_277	0.000000	0.501672	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500448	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.000000	0.542095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.990050	0.000000	0.585721	0.000000
OTU_278	0.000000	0.497886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.573756	0.562716	0.587015	0.000000	0.000000	0.613085	0.000000	0.000000	0.000000	0.000000	0.664751	1.150861
OTU_279	0.000000	0.000000	0.488815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.208958	0.518838	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_281	5.915627	118.600983	5.977052	31.013956	15.456658	40.306044		14.447715	25.170909	0.000000	44.965848	7.099410	10.857592	20.590221	9.082359	0.491400	0.315841	0.000000	6.711941	3.439803	1.375921	10.351400	1.666437	0.000000	0.000000	62.387715	18.628993	7.924128	9.954988	3.243582	7.866683	3.934133	0.000000	11.100442	2.807631	16.108894	2.063882
OTU_282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_283	0.000000	0.000000	0.000000	0.000000	2.449299	0.000000		0.243505	0.000000	0.000000	0.000000	0.156187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236967	1.525943	1.859972
OTU_284	6.317985	29.321671	0.491400	7.862408	0.000000	14.389828		2.305194	6.191646	0.000000	0.982801	0.000008	6.253956	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.958545	1.493022	0.559926	3.447160	1.474201	11.815233	1.483946	0.000000	0.708619	0.000000	1.312693	0.000000	3.217926	0.000000	0.982801	0.223379	12.224767
OTU_285	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_286	0.000000	0.248251	0.000000	0.000000	0.000000	0.000000		0.246980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.710900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.503318	0.000000	0.000000	0.000000	1.962474	20.502227	7.298057	0.236967	6.356303	1.895735	0.270819	0.000000	0.000000	0.473934	1.914512
OTU_287	0.248756	1.492537	0.124378	0.000000	0.000000	0.124378	0.000000	0.124378	0.000000	0.124378	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.000000	0.124378	0.124378	0.000000	0.000000	2.919119	0.574900	0.257372	2.247303	0.000000	0.133637	0.000000	0.000000	0.000000	0.000000	0.000000	2.178935
OTU_288	0.169090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.255168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.254564	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.473934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.190625	0.000000	0.000000	0.000000	0.000000	0.000000	0.473934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_290	2.487562	0.000101	1.492537	0.000000	0.000000	0.000000	0.000000	0.000000	0.112769	0.000000	0.000000	0.000000	0.000000	0.000000	1.160721	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.931040	2.223935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.576706	0.865378
OTU_291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.362067	0.497512	0.995025	0.000000	0.000000	0.252657	0.000000	0.000000	0.528010	0.000000	0.000000	0.000000	0.563214	0.000000	0.000000	0.168519	0.497512	0.995025	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236967	0.000000	0.473934	0.000000	0.000000	0.000000	0.000000	0.236967	0.000000	0.947867	0.000000	1.895735	1.895735	0.000000	0.000000	0.000000	0.000000	0.757555
OTU_294	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.502248
OTU_295	5.213270	40.094408	4.346900	23.774313	22.637867	15.081754	6.161137	4.265403	2.400848	2.369668	1.897564	3.522445	0.000000	0.953284	3.317536	2.382810	0.000000	0.000000	1.421801	0.000000	0.967592	2.952578	16.536303	2.369668	0.947867	38.852701	20.119716	52.972512	17.535545	6.259858	5.213270	4.739336	1.137441	10.172227	2.843602	9.348389	67.483886
OTU_296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.017780	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.477218	1.557738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_297	0.000000	0.000000	0.000000	0.000000	0.000063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066912	0.000000	0.000000	0.000000	0.000000	0.649794	0.000000	0.000000	0.000000	0.285781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_298	0.000000	0.000000	0.000000	0.000000	0.000000	0.000054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000036
OTU_301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.561104
OTU_302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.843926	0.496278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.992556
OTU_303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_304	1.324503	4.635762	0.000000	0.000000	0.662252	1.324503	0.000000	122.516556	0.000000	24.503311	0.662252	0.662252	1.986755	27.814570	8.609272	81.456954	11.258278	7.284768	16.556291	5.298013	58.278146	77.483444	124.503311	61.589404	29.139073	3.973510	83.443709	96.688742	93.377483	14.569536	96.688742	31.125828	19.205298	46.357616	0.000000	20.529801	12.582781
OTU_305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000
OTU_306	0.000000	4.225995	0.000000	0.000000	0.000000	0.000000		4.651498	0.000000	0.000000	0.000000	0.000000	0.000000	1.131294	0.555104	2.451736	0.000000	2.395408	1.412045	1.439612	5.645174	2.841846	1.760657	0.000000	0.000000	0.561692	1.838920	2.520179	1.754035	0.000000	2.812915	0.567831	0.695363	0.000000	0.497512	1.786896	3.250139
OTU_307	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.248756	0.000000	0.000000	0.270382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004866	0.000000	0.497512	0.000000	0.000000	0.512373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.278388
OTU_308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.515318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.602682	0.000000
OTU_309	0.519630	1.020089	0.120848	0.501349	0.000000	0.509569		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_310	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.750284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176739	0.000000	0.000000	0.000000
OTU_312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_313	0.222381	2.508368	0.000000	0.000000	1.990050	1.022423		0.497512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.248756	0.000000	0.000000	0.732154	0.000000
OTU_314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.078723	0.000000	0.000000	0.000002	1.627433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_315	0.000000	0.755946	0.000000	0.000000	0.000000	0.000000		2.035027	0.000000	0.000000	0.000000	0.000000	0.000000	0.500588	0.000000	0.000000	0.000000	0.000000	0.688588	0.000000	0.544000	0.573309	0.000000	0.000000	0.000000	0.000000	1.769136	0.594825	1.544074	0.000000	1.208415	1.777778	0.000000	0.000000	0.000000	0.247784	0.817427
OTU_316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_317	1.622056	1.521110	0.000000	1.060028	0.000000	0.000000		6.413349	0.000000	3.081611	0.624028	0.000000	0.000000	0.000000	0.000000	4.038244	0.000000	0.000000	5.856206	1.218684	9.966511	4.810726	20.132365	5.302061	2.966422	3.261967	11.047775	20.122998	19.751194	3.381930	14.651663	5.738033	0.515222	4.647569	0.000000	8.872365	9.476440
OTU_318	0.000000	0.000000	0.000000	0.000000	0.000000	0.581237		1.458213	0.000000	0.000000	1.245526	0.774521	0.000000	1.555071	0.000000	0.000001	0.000000	0.000000	0.000000	0.118483	0.000000	1.868289	0.666047	0.000000	0.000000	1.492000	0.737033	2.888877	2.020223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_319	0.263629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.654211	0.000000	0.000000	0.000000	2.051382	0.987621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_320	0.716670	1.845413	2.943389	1.466993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.514230	0.000221	0.000000	0.000000	0.000000	5.872176	0.588963	0.053480	1.969648	0.000000	2.020856	0.000000	0.977995	0.000000	0.000000	4.461413	8.325966
OTU_321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.280638	0.000000	0.000000	0.000000	0.000000	0.000000	0.040909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049441	0.000000	0.000000
OTU_322	0.222381	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.693269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.578662
OTU_323	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.643493	0.000000	0.000000	0.000000	0.667358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_324	0.000000	0.000000	0.000000	0.000000	0.000000	1.052214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.497512	1.993388
